,day,month,year,tmax,tmin,city,date
0,19,10,2020,25.8,18.4,AEROPARQUEAERO,2020-10-19
1,19,10,2020,23.9,11.9,AZULAERO,2020-10-19
2,19,10,2020,21.0,10.7,BAHIABLANCAAERO,2020-10-19
3,19,10,2020,-5.7,-11.8,BASECARLINI(EXJUBANY),2020-10-19
5,19,10,2020,-3.0,-9.4,BASEORCADAS,2020-10-19
6,19,10,2020,30.2,17.2,BERNARDODEIRIGOYENAERO,2020-10-19
8,19,10,2020,28.2,18.1,BUENOSAIRESOBSERVATORIO,2020-10-19
9,19,10,2020,25.6,17.6,CAMPODEMAYOAERO,2020-10-19
10,19,10,2020,40.0,25.3,CATAMARCAAERO,2020-10-19
11,19,10,2020,41.0,25.0,CERESAERO,2020-10-19
12,19,10,2020,38.5,26.2,CHAMICALAERO,2020-10-19
13,19,10,2020,33.5,19.5,CHEPES,2020-10-19
17,19,10,2020,29.6,18.7,CORDOBAAERO,2020-10-19
18,19,10,2020,32.8,19.6,CORDOBAOBSERVATORIO,2020-10-19
20,19,10,2020,21.8,12.0,CORONELSUAREZAERO,2020-10-19
22,19,10,2020,24.4,12.9,DOLORESAERO,2020-10-19
23,19,10,2020,29.0,18.0,ELPALOMARAERO,2020-10-19
26,19,10,2020,29.8,15.8,EZEIZAAERO,2020-10-19
27,19,10,2020,40.0,22.8,FORMOSAAERO,2020-10-19
29,19,10,2020,35.6,20.5,GUALEGUAYCHUAERO,2020-10-19
30,19,10,2020,35.0,18.5,IGUAZUAERO,2020-10-19
33,19,10,2020,38.6,17.3,JUJUYAERO,2020-10-19
35,19,10,2020,28.6,13.6,JUNINAERO,2020-10-19
36,19,10,2020,25.2,16.8,LAPLATAAERO,2020-10-19
37,19,10,2020,36.6,27.3,LARIOJAAERO,2020-10-19
38,19,10,2020,31.4,12.6,LABOULAYEAERO,2020-10-19
40,19,10,2020,40.5,23.5,LASLOMITAS,2020-10-19
41,19,10,2020,23.5,12.5,MARDELPLATAAERO,2020-10-19
42,19,10,2020,34.7,19.0,MARCOSJUAREZAERO,2020-10-19
44,19,10,2020,28.5,19.1,MENDOZAAERO,2020-10-19
50,19,10,2020,23.6,11.0,NEUQUENAERO,2020-10-19
51,19,10,2020,28.8,14.2,NUEVEDEJULIO,2020-10-19
53,19,10,2020,24.9,12.4,OLAVARRIAAERO,2020-10-19
54,19,10,2020,42.6,20.4,ORANAERO,2020-10-19
55,19,10,2020,37.6,20.6,PARANAAERO,2020-10-19
56,19,10,2020,36.6,17.4,PASODELOSLIBRESAERO,2020-10-19
57,19,10,2020,26.2,13.8,PEHUAJOAERO,2020-10-19
59,19,10,2020,36.1,21.9,POSADASAERO,2020-10-19
60,19,10,2020,40.5,24.0,PRESIDENCIAROQUESAENZPEÑAAERO,2020-10-19
61,19,10,2020,25.5,14.6,PUNTAINDIOB.A.,2020-10-19
63,19,10,2020,39.0,23.5,RECONQUISTAAERO,2020-10-19
64,19,10,2020,39.7,22.2,RESISTENCIAAERO,2020-10-19
65,19,10,2020,32.0,14.6,RIOCUARTOAERO,2020-10-19
68,19,10,2020,35.0,20.3,ROSARIOAERO,2020-10-19
69,19,10,2020,36.4,14.0,SALTAAERO,2020-10-19
71,19,10,2020,29.4,20.0,SANJUANAERO,2020-10-19
72,19,10,2020,29.0,15.4,SANLUISAERO,2020-10-19
74,19,10,2020,25.5,12.0,SANRAFAELAERO,2020-10-19
75,19,10,2020,24.1,14.2,SANTAROSAAERO,2020-10-19
80,19,10,2020,22.0,11.2,TANDILAERO,2020-10-19
81,19,10,2020,42.0,23.0,TARTAGALAERO,2020-10-19
82,19,10,2020,37.5,19.0,TINOGASTA,2020-10-19
85,19,10,2020,41.8,24.6,TUCUMANAERO,2020-10-19
89,19,10,2020,35.4,18.7,VILLADEMARIADELRIOSECO,2020-10-19
90,19,10,2020,31.5,17.8,VILLADOLORESAERO,2020-10-19
92,19,10,2020,26.2,12.8,VILLAREYNOLDSAERO,2020-10-19
93,18,10,2020,28.5,19.8,AEROPARQUEAERO,2020-10-18
94,18,10,2020,32.3,16.2,AZULAERO,2020-10-18
95,18,10,2020,28.2,16.0,BAHIABLANCAAERO,2020-10-18
98,18,10,2020,-3.4,-9.5,BASEORCADAS,2020-10-18
99,18,10,2020,-1.0,-14.0,BASESANMARTIN,2020-10-18
100,18,10,2020,27.5,15.0,BENITOJUAREZAERO,2020-10-18
101,18,10,2020,28.5,15.2,BERNARDODEIRIGOYENAERO,2020-10-18
103,18,10,2020,32.0,19.8,BUENOSAIRESOBSERVATORIO,2020-10-18
104,18,10,2020,34.5,17.3,CAMPODEMAYOAERO,2020-10-18
105,18,10,2020,41.0,25.8,CATAMARCAAERO,2020-10-18
106,18,10,2020,38.5,23.5,CERESAERO,2020-10-18
107,18,10,2020,42.0,23.0,CHAMICALAERO,2020-10-18
108,18,10,2020,39.5,25.0,CHEPES,2020-10-18
111,18,10,2020,21.2,11.9,COMODORORIVADAVIAAERO,2020-10-18
113,18,10,2020,39.7,18.8,CORDOBAAERO,2020-10-18
114,18,10,2020,40.5,21.5,CORDOBAOBSERVATORIO,2020-10-18
116,18,10,2020,25.9,16.2,CORONELSUAREZAERO,2020-10-18
118,18,10,2020,32.7,15.1,DOLORESAERO,2020-10-18
119,18,10,2020,32.6,19.5,ELPALOMARAERO,2020-10-18
121,18,10,2020,33.4,20.0,EZEIZAAERO,2020-10-18
122,18,10,2020,38.7,20.6,FORMOSAAERO,2020-10-18
124,18,10,2020,35.7,20.0,GUALEGUAYCHUAERO,2020-10-18
125,18,10,2020,32.4,18.0,IGUAZUAERO,2020-10-18
126,18,10,2020,38.1,18.0,JUJUYAERO,2020-10-18
128,18,10,2020,37.4,17.8,JUNINAERO,2020-10-18
129,18,10,2020,30.0,16.4,LAPLATAAERO,2020-10-18
130,18,10,2020,43.0,21.7,LARIOJAAERO,2020-10-18
131,18,10,2020,39.8,21.8,LABOULAYEAERO,2020-10-18
133,18,10,2020,40.0,24.2,LASLOMITAS,2020-10-18
134,18,10,2020,27.6,14.9,MARDELPLATAAERO,2020-10-18
135,18,10,2020,39.2,20.0,MARCOSJUAREZAERO,2020-10-18
137,18,10,2020,33.6,18.4,MENDOZAAERO,2020-10-18
143,18,10,2020,28.0,12.1,NEUQUENAERO,2020-10-18
144,18,10,2020,36.2,18.5,NUEVEDEJULIO,2020-10-18
145,18,10,2020,31.1,14.5,OLAVARRIAAERO,2020-10-18
146,18,10,2020,40.5,20.6,ORANAERO,2020-10-18
147,18,10,2020,36.6,21.6,PARANAAERO,2020-10-18
148,18,10,2020,34.8,18.0,PASODELOSLIBRESAERO,2020-10-18
149,18,10,2020,35.1,19.3,PEHUAJOAERO,2020-10-18
150,18,10,2020,26.0,17.8,PIGUEAERO,2020-10-18
152,18,10,2020,34.5,21.5,POSADASAERO,2020-10-18
153,18,10,2020,38.6,21.5,PRESIDENCIAROQUESAENZPEÑAAERO,2020-10-18
154,18,10,2020,29.6,19.7,PUNTAINDIOB.A.,2020-10-18
156,18,10,2020,36.1,20.4,RECONQUISTAAERO,2020-10-18
157,18,10,2020,38.6,21.4,RESISTENCIAAERO,2020-10-18
159,18,10,2020,40.4,21.1,RIOCUARTOAERO,2020-10-18
161,18,10,2020,38.0,20.1,ROSARIOAERO,2020-10-18
162,18,10,2020,34.4,13.1,SALTAAERO,2020-10-18
163,18,10,2020,29.0,12.0,SANANTONIOOESTEAERO,2020-10-18
165,18,10,2020,37.5,15.5,SANJUANAERO,2020-10-18
166,18,10,2020,39.0,21.8,SANLUISAERO,2020-10-18
168,18,10,2020,29.5,16.7,SANRAFAELAERO,2020-10-18
169,18,10,2020,28.0,19.1,SANTAROSAAERO,2020-10-18
174,18,10,2020,28.8,10.5,TANDILAERO,2020-10-18
175,18,10,2020,39.8,20.0,TARTAGALAERO,2020-10-18
176,18,10,2020,40.0,14.5,TINOGASTA,2020-10-18
178,18,10,2020,41.9,24.7,TUCUMANAERO,2020-10-18
181,18,10,2020,27.8,11.9,VIEDMAAERO,2020-10-18
182,18,10,2020,38.6,22.2,VILLADEMARIADELRIOSECO,2020-10-18
183,18,10,2020,39.4,22.2,VILLADOLORESAERO,2020-10-18
185,18,10,2020,41.0,21.8,VILLAREYNOLDSAERO,2020-10-18
186,17,10,2020,22.2,18.5,AEROPARQUEAERO,2020-10-17
187,17,10,2020,30.0,10.5,AZULAERO,2020-10-17
188,17,10,2020,32.3,18.4,BAHIABLANCAAERO,2020-10-17
189,17,10,2020,-2.6,-5.9,BASECARLINI(EXJUBANY),2020-10-17
192,17,10,2020,-5.1,-11.7,BASEORCADAS,2020-10-17
193,17,10,2020,-1.8,-13.0,BASESANMARTIN,2020-10-17
194,17,10,2020,29.7,11.6,BENITOJUAREZAERO,2020-10-17
195,17,10,2020,26.7,13.6,BERNARDODEIRIGOYENAERO,2020-10-17
197,17,10,2020,25.0,18.0,BUENOSAIRESOBSERVATORIO,2020-10-17
198,17,10,2020,25.3,15.2,CAMPODEMAYOAERO,2020-10-17
199,17,10,2020,39.0,21.0,CATAMARCAAERO,2020-10-17
200,17,10,2020,36.2,17.8,CERESAERO,2020-10-17
201,17,10,2020,37.2,18.8,CHAMICALAERO,2020-10-17
202,17,10,2020,36.5,21.0,CHEPES,2020-10-17
205,17,10,2020,26.7,10.6,COMODORORIVADAVIAAERO,2020-10-17
207,17,10,2020,35.9,14.3,CORDOBAAERO,2020-10-17
208,17,10,2020,36.8,18.5,CORDOBAOBSERVATORIO,2020-10-17
210,17,10,2020,30.2,10.6,CORONELSUAREZAERO,2020-10-17
212,17,10,2020,28.3,14.9,DOLORESAERO,2020-10-17
213,17,10,2020,24.8,18.0,ELPALOMARAERO,2020-10-17
216,17,10,2020,25.3,17.8,EZEIZAAERO,2020-10-17
217,17,10,2020,36.0,21.6,FORMOSAAERO,2020-10-17
219,17,10,2020,29.5,18.0,GUALEGUAYCHUAERO,2020-10-17
220,17,10,2020,29.5,17.2,IGUAZUAERO,2020-10-17
223,17,10,2020,33.6,16.4,JUJUYAERO,2020-10-17
225,17,10,2020,31.9,15.0,JUNINAERO,2020-10-17
226,17,10,2020,23.5,15.8,LAPLATAAERO,2020-10-17
227,17,10,2020,38.8,19.4,LARIOJAAERO,2020-10-17
228,17,10,2020,35.2,15.0,LABOULAYEAERO,2020-10-17
230,17,10,2020,35.0,24.4,LASLOMITAS,2020-10-17
231,17,10,2020,34.7,15.8,MARCOSJUAREZAERO,2020-10-17
233,17,10,2020,35.9,15.7,MENDOZAAERO,2020-10-17
239,17,10,2020,32.5,15.0,NEUQUENAERO,2020-10-17
240,17,10,2020,31.8,14.9,NUEVEDEJULIO,2020-10-17
242,17,10,2020,29.2,13.3,OLAVARRIAAERO,2020-10-17
243,17,10,2020,36.0,21.8,ORANAERO,2020-10-17
244,17,10,2020,32.7,18.9,PARANAAERO,2020-10-17
245,17,10,2020,34.1,18.5,PASODELOSLIBRESAERO,2020-10-17
246,17,10,2020,32.8,15.4,PEHUAJOAERO,2020-10-17
247,17,10,2020,31.0,13.6,PIGUEAERO,2020-10-17
249,17,10,2020,32.0,22.6,POSADASAERO,2020-10-17
250,17,10,2020,36.0,23.0,PRESIDENCIAROQUESAENZPEÑAAERO,2020-10-17
253,17,10,2020,24.0,15.0,PUNTAINDIOB.A.,2020-10-17
255,17,10,2020,32.5,21.8,RECONQUISTAAERO,2020-10-17
256,17,10,2020,33.8,23.7,RESISTENCIAAERO,2020-10-17
258,17,10,2020,34.8,18.4,RIOCUARTOAERO,2020-10-17
260,17,10,2020,33.9,17.9,ROSARIOAERO,2020-10-17
261,17,10,2020,32.0,12.7,SALTAAERO,2020-10-17
262,17,10,2020,28.0,16.2,SANANTONIOOESTEAERO,2020-10-17
264,17,10,2020,37.5,15.5,SANJUANAERO,2020-10-17
265,17,10,2020,35.6,21.2,SANLUISAERO,2020-10-17
267,17,10,2020,35.5,16.4,SANRAFAELAERO,2020-10-17
268,17,10,2020,34.1,14.2,SANTAROSAAERO,2020-10-17
273,17,10,2020,29.4,10.6,TANDILAERO,2020-10-17
274,17,10,2020,35.0,19.3,TARTAGALAERO,2020-10-17
276,17,10,2020,36.5,14.0,TINOGASTA,2020-10-17
277,17,10,2020,27.6,10.4,TRELEWAERO,2020-10-17
280,17,10,2020,37.4,20.6,TUCUMANAERO,2020-10-17
283,17,10,2020,33.1,15.2,VIEDMAAERO,2020-10-17
284,17,10,2020,37.0,16.7,VILLADEMARIADELRIOSECO,2020-10-17
285,17,10,2020,35.8,19.7,VILLADOLORESAERO,2020-10-17
287,17,10,2020,37.7,19.7,VILLAREYNOLDSAERO,2020-10-17
288,16,10,2020,21.6,16.3,AEROPARQUEAERO,2020-10-16
289,16,10,2020,26.9,10.0,AZULAERO,2020-10-16
290,16,10,2020,29.5,11.2,BAHIABLANCAAERO,2020-10-16
293,16,10,2020,-5.8,-14.0,BASESANMARTIN,2020-10-16
294,16,10,2020,25.0,17.4,BERNARDODEIRIGOYENAERO,2020-10-16
296,16,10,2020,24.6,16.9,BUENOSAIRESOBSERVATORIO,2020-10-16
297,16,10,2020,24.7,12.2,CAMPODEMAYOAERO,2020-10-16
298,16,10,2020,34.2,19.2,CATAMARCAAERO,2020-10-16
299,16,10,2020,33.0,15.0,CERESAERO,2020-10-16
300,16,10,2020,32.6,16.0,CHAMICALAERO,2020-10-16
301,16,10,2020,32.5,17.5,CHEPES,2020-10-16
304,16,10,2020,29.0,13.9,COMODORORIVADAVIAAERO,2020-10-16
306,16,10,2020,30.9,10.8,CORDOBAAERO,2020-10-16
307,16,10,2020,31.5,13.8,CORDOBAOBSERVATORIO,2020-10-16
310,16,10,2020,25.7,14.8,ELPALOMARAERO,2020-10-16
313,16,10,2020,25.8,10.5,EZEIZAAERO,2020-10-16
314,16,10,2020,33.5,17.3,FORMOSAAERO,2020-10-16
316,16,10,2020,29.0,15.2,GUALEGUAYCHUAERO,2020-10-16
317,16,10,2020,30.4,18.8,IGUAZUAERO,2020-10-16
319,16,10,2020,27.6,14.6,JUJUYAERO,2020-10-16
321,16,10,2020,30.0,11.5,JUNINAERO,2020-10-16
322,16,10,2020,23.2,13.7,LAPLATAAERO,2020-10-16
323,16,10,2020,33.7,15.9,LARIOJAAERO,2020-10-16
324,16,10,2020,32.0,11.5,LABOULAYEAERO,2020-10-16
326,16,10,2020,32.0,19.6,LASLOMITAS,2020-10-16
327,16,10,2020,26.9,10.0,MALARGUEAERO,2020-10-16
328,16,10,2020,23.5,12.0,MARDELPLATAAERO,2020-10-16
329,16,10,2020,31.5,12.4,MARCOSJUAREZAERO,2020-10-16
331,16,10,2020,30.8,13.6,MENDOZAAERO,2020-10-16
337,16,10,2020,33.1,16.6,NEUQUENAERO,2020-10-16
338,16,10,2020,29.2,12.1,NUEVEDEJULIO,2020-10-16
340,16,10,2020,29.0,18.2,ORANAERO,2020-10-16
341,16,10,2020,31.1,14.3,PARANAAERO,2020-10-16
342,16,10,2020,31.7,15.2,PASODELOSLIBRESAERO,2020-10-16
343,16,10,2020,28.9,11.2,PEHUAJOAERO,2020-10-16
344,16,10,2020,26.4,11.2,PIGUEAERO,2020-10-16
346,16,10,2020,33.0,18.7,POSADASAERO,2020-10-16
347,16,10,2020,32.0,17.4,PRESIDENCIAROQUESAENZPEÑAAERO,2020-10-16
350,16,10,2020,21.5,13.0,PUNTAINDIOB.A.,2020-10-16
352,16,10,2020,31.0,16.0,RECONQUISTAAERO,2020-10-16
353,16,10,2020,33.5,16.8,RESISTENCIAAERO,2020-10-16
355,16,10,2020,31.5,14.0,RIOCUARTOAERO,2020-10-16
357,16,10,2020,32.3,15.0,ROSARIOAERO,2020-10-16
358,16,10,2020,26.4,12.2,SALTAAERO,2020-10-16
359,16,10,2020,34.5,17.5,SANANTONIOOESTEAERO,2020-10-16
361,16,10,2020,34.4,15.5,SANJUANAERO,2020-10-16
362,16,10,2020,24.5,10.4,SANJULIANAERO,2020-10-16
363,16,10,2020,32.0,15.4,SANLUISAERO,2020-10-16
365,16,10,2020,32.5,13.1,SANRAFAELAERO,2020-10-16
366,16,10,2020,31.0,13.3,SANTAROSAAERO,2020-10-16
370,16,10,2020,29.5,16.3,TARTAGALAERO,2020-10-16
372,16,10,2020,32.0,12.0,TINOGASTA,2020-10-16
373,16,10,2020,27.1,14.9,TRELEWAERO,2020-10-16
375,16,10,2020,31.8,16.6,TUCUMANAERO,2020-10-16
378,16,10,2020,33.3,14.4,VIEDMAAERO,2020-10-16
379,16,10,2020,32.7,10.6,VILLADEMARIADELRIOSECO,2020-10-16
380,16,10,2020,32.6,13.9,VILLADOLORESAERO,2020-10-16
381,16,10,2020,34.8,10.8,VILLAREYNOLDSAERO,2020-10-16
382,15,10,2020,21.4,12.6,AEROPARQUEAERO,2020-10-15
385,15,10,2020,-1.8,-7.5,BASESANMARTIN,2020-10-15
386,15,10,2020,23.0,-1.6,BENITOJUAREZAERO,2020-10-15
387,15,10,2020,25.9,15.5,BERNARDODEIRIGOYENAERO,2020-10-15
388,15,10,2020,22.7,12.2,BUENOSAIRESOBSERVATORIO,2020-10-15
389,15,10,2020,31.2,13.8,CATAMARCAAERO,2020-10-15
390,15,10,2020,30.0,17.0,CERESAERO,2020-10-15
391,15,10,2020,28.5,12.0,CHAMICALAERO,2020-10-15
392,15,10,2020,29.0,14.0,CHEPES,2020-10-15
395,15,10,2020,25.5,12.7,CORDOBAAERO,2020-10-15
396,15,10,2020,26.4,14.0,CORDOBAOBSERVATORIO,2020-10-15
398,15,10,2020,23.2,11.5,ELPALOMARAERO,2020-10-15
401,15,10,2020,23.8,10.9,EZEIZAAERO,2020-10-15
402,15,10,2020,28.0,17.6,FORMOSAAERO,2020-10-15
403,15,10,2020,28.0,14.7,GUALEGUAYCHUAERO,2020-10-15
404,15,10,2020,28.4,18.0,IGUAZUAERO,2020-10-15
406,15,10,2020,24.2,16.8,JUJUYAERO,2020-10-15
408,15,10,2020,19.7,10.8,LAPLATAAERO,2020-10-15
409,15,10,2020,29.5,11.9,LARIOJAAERO,2020-10-15
410,15,10,2020,28.6,12.4,LABOULAYEAERO,2020-10-15
411,15,10,2020,24.6,19.6,LASLOMITAS,2020-10-15
412,15,10,2020,27.6,14.8,MARCOSJUAREZAERO,2020-10-15
414,15,10,2020,30.0,14.9,MENDOZAAERO,2020-10-15
420,15,10,2020,29.3,10.7,NEUQUENAERO,2020-10-15
422,15,10,2020,31.9,19.8,ORANAERO,2020-10-15
423,15,10,2020,27.0,17.0,PARANAAERO,2020-10-15
424,15,10,2020,29.8,12.8,PASODELOSLIBRESAERO,2020-10-15
426,15,10,2020,30.6,17.4,POSADASAERO,2020-10-15
427,15,10,2020,27.2,15.5,PRESIDENCIAROQUESAENZPEÑAAERO,2020-10-15
428,15,10,2020,18.2,12.0,PUNTAINDIOB.A.,2020-10-15
430,15,10,2020,29.0,14.3,RECONQUISTAAERO,2020-10-15
431,15,10,2020,31.0,15.3,RESISTENCIAAERO,2020-10-15
432,15,10,2020,28.7,18.0,RIOCUARTOAERO,2020-10-15
434,15,10,2020,28.4,13.5,ROSARIOAERO,2020-10-15
435,15,10,2020,23.6,15.6,SALTAAERO,2020-10-15
437,15,10,2020,30.5,13.8,SANJUANAERO,2020-10-15
438,15,10,2020,28.0,15.0,SANLUISAERO,2020-10-15
440,15,10,2020,28.9,12.1,SANRAFAELAERO,2020-10-15
445,15,10,2020,32.4,18.0,TARTAGALAERO,2020-10-15
447,15,10,2020,27.5,13.5,TINOGASTA,2020-10-15
448,15,10,2020,25.9,18.4,TUCUMANAERO,2020-10-15
450,15,10,2020,25.0,14.6,VILLADEMARIADELRIOSECO,2020-10-15
451,15,10,2020,27.3,14.0,VILLADOLORESAERO,2020-10-15
452,15,10,2020,28.7,16.0,VILLAREYNOLDSAERO,2020-10-15
453,14,10,2020,24.2,15.5,AEROPARQUEAERO,2020-10-14
454,14,10,2020,22.8,-1.0,BARILOCHEAERO,2020-10-14
457,14,10,2020,-0.2,-14.1,BASEORCADAS,2020-10-14
458,14,10,2020,-0.8,-8.6,BASESANMARTIN,2020-10-14
459,14,10,2020,28.9,16.5,BERNARDODEIRIGOYENAERO,2020-10-14
460,14,10,2020,29.2,12.3,BUENOSAIRESOBSERVATORIO,2020-10-14
461,14,10,2020,28.5,10.0,CAMPODEMAYOAERO,2020-10-14
462,14,10,2020,29.5,16.2,CATAMARCAAERO,2020-10-14
463,14,10,2020,26.2,15.4,CERESAERO,2020-10-14
464,14,10,2020,26.1,19.1,CHAMICALAERO,2020-10-14
466,14,10,2020,24.0,11.6,CHEPES,2020-10-14
469,14,10,2020,27.5,10.9,CORDOBAAERO,2020-10-14
470,14,10,2020,28.0,16.0,CORDOBAOBSERVATORIO,2020-10-14
475,14,10,2020,25.4,19.1,FORMOSAAERO,2020-10-14
477,14,10,2020,30.6,19.6,IGUAZUAERO,2020-10-14
480,14,10,2020,34.4,15.8,JUJUYAERO,2020-10-14
482,14,10,2020,28.4,20.4,LARIOJAAERO,2020-10-14
483,14,10,2020,31.0,11.0,LABOULAYEAERO,2020-10-14
485,14,10,2020,41.6,23.4,LASLOMITAS,2020-10-14
486,14,10,2020,31.2,12.0,MARCOSJUAREZAERO,2020-10-14
488,14,10,2020,27.8,18.5,MENDOZAAERO,2020-10-14
494,14,10,2020,28.2,11.8,NUEVEDEJULIO,2020-10-14
496,14,10,2020,37.5,19.3,ORANAERO,2020-10-14
497,14,10,2020,28.5,12.3,PARANAAERO,2020-10-14
498,14,10,2020,20.3,14.0,PASODELOSLIBRESAERO,2020-10-14
499,14,10,2020,20.6,10.7,PIGUEAERO,2020-10-14
501,14,10,2020,26.5,17.5,POSADASAERO,2020-10-14
502,14,10,2020,27.6,18.5,PRESIDENCIAROQUESAENZPEÑAAERO,2020-10-14
504,14,10,2020,20.7,15.5,RECONQUISTAAERO,2020-10-14
505,14,10,2020,24.8,14.7,RESISTENCIAAERO,2020-10-14
507,14,10,2020,30.4,15.8,RIOCUARTOAERO,2020-10-14
509,14,10,2020,29.7,12.1,ROSARIOAERO,2020-10-14
510,14,10,2020,31.4,10.8,SALTAAERO,2020-10-14
511,14,10,2020,28.2,10.5,SANANTONIOOESTEAERO,2020-10-14
513,14,10,2020,25.2,16.3,SANJUANAERO,2020-10-14
514,14,10,2020,24.7,13.1,SANLUISAERO,2020-10-14
516,14,10,2020,26.5,13.1,SANRAFAELAERO,2020-10-14
517,14,10,2020,24.7,13.3,SANTAROSAAERO,2020-10-14
522,14,10,2020,38.0,20.4,TARTAGALAERO,2020-10-14
523,14,10,2020,28.0,13.5,TINOGASTA,2020-10-14
525,14,10,2020,30.4,15.8,TUCUMANAERO,2020-10-14
528,14,10,2020,25.0,11.0,VILLADEMARIADELRIOSECO,2020-10-14
529,14,10,2020,26.0,15.8,VILLADOLORESAERO,2020-10-14
531,13,10,2020,21.1,14.6,AEROPARQUEAERO,2020-10-13
532,13,10,2020,28.2,10.2,BAHIABLANCAAERO,2020-10-13
533,13,10,2020,-1.2,-11.8,BASECARLINI(EXJUBANY),2020-10-13
535,13,10,2020,-1.6,-10.0,BASESANMARTIN,2020-10-13
536,13,10,2020,30.2,16.6,BERNARDODEIRIGOYENAERO,2020-10-13
537,13,10,2020,23.0,12.8,BUENOSAIRESOBSERVATORIO,2020-10-13
538,13,10,2020,32.8,20.3,CATAMARCAAERO,2020-10-13
539,13,10,2020,31.9,15.8,CHAMICALAERO,2020-10-13
540,13,10,2020,36.5,16.5,CHEPES,2020-10-13
543,13,10,2020,25.4,13.0,COMODORORIVADAVIAAERO,2020-10-13
544,13,10,2020,30.9,15.0,CORDOBAOBSERVATORIO,2020-10-13
546,13,10,2020,34.0,18.6,FORMOSAAERO,2020-10-13
548,13,10,2020,34.5,18.3,IGUAZUAERO,2020-10-13
550,13,10,2020,31.6,15.4,JUJUYAERO,2020-10-13
552,13,10,2020,33.3,15.4,LARIOJAAERO,2020-10-13
553,13,10,2020,33.0,22.4,LASLOMITAS,2020-10-13
555,13,10,2020,31.5,12.3,MENDOZAAERO,2020-10-13
562,13,10,2020,33.8,17.4,ORANAERO,2020-10-13
563,13,10,2020,27.3,10.9,PARANAAERO,2020-10-13
565,13,10,2020,27.1,11.9,PASODELOSLIBRESAERO,2020-10-13
566,13,10,2020,31.0,16.8,POSADASAERO,2020-10-13
567,13,10,2020,33.7,19.4,PRESIDENCIAROQUESAENZPEÑAAERO,2020-10-13
570,13,10,2020,28.0,11.8,RECONQUISTAAERO,2020-10-13
571,13,10,2020,32.5,17.4,RESISTENCIAAERO,2020-10-13
573,13,10,2020,31.4,13.0,RIOCUARTOAERO,2020-10-13
575,13,10,2020,28.6,11.7,SALTAAERO,2020-10-13
576,13,10,2020,33.0,10.5,SANJUANAERO,2020-10-13
577,13,10,2020,31.5,18.0,SANLUISAERO,2020-10-13
579,13,10,2020,32.5,13.7,SANRAFAELAERO,2020-10-13
580,13,10,2020,32.2,11.7,SANTAROSAAERO,2020-10-13
582,13,10,2020,33.7,21.0,TARTAGALAERO,2020-10-13
583,13,10,2020,30.5,11.0,TINOGASTA,2020-10-13
585,13,10,2020,33.4,12.5,TUCUMANAERO,2020-10-13
587,13,10,2020,34.7,12.2,VIEDMAAERO,2020-10-13
588,13,10,2020,31.9,12.0,VILLADOLORESAERO,2020-10-13
589,12,10,2020,22.5,11.2,AEROPARQUEAERO,2020-10-12
590,12,10,2020,20.5,-0.8,BARILOCHEAERO,2020-10-12
593,12,10,2020,-4.0,-9.0,BASESANMARTIN,2020-10-12
594,12,10,2020,29.7,17.6,BERNARDODEIRIGOYENAERO,2020-10-12
595,12,10,2020,23.2,10.1,BUENOSAIRESOBSERVATORIO,2020-10-12
596,12,10,2020,31.8,17.8,CATAMARCAAERO,2020-10-12
597,12,10,2020,29.5,11.0,CERESAERO,2020-10-12
598,12,10,2020,30.0,15.5,CHAMICALAERO,2020-10-12
599,12,10,2020,30.5,11.0,CHEPES,2020-10-12
601,12,10,2020,23.4,10.0,COMODORORIVADAVIAAERO,2020-10-12
604,12,10,2020,15.9,-0.2,ELCALAFATEAERO,2020-10-12
605,12,10,2020,22.5,11.0,ELPALOMARAERO,2020-10-12
606,12,10,2020,22.3,10.1,EZEIZAAERO,2020-10-12
607,12,10,2020,34.3,15.8,FORMOSAAERO,2020-10-12
608,12,10,2020,35.0,15.6,IGUAZUAERO,2020-10-12
610,12,10,2020,31.4,14.0,JUJUYAERO,2020-10-12
612,12,10,2020,31.6,12.4,LARIOJAAERO,2020-10-12
613,12,10,2020,37.6,20.2,LASLOMITAS,2020-10-12
619,12,10,2020,33.7,16.6,ORANAERO,2020-10-12
620,12,10,2020,26.3,10.0,PARANAAERO,2020-10-12
621,12,10,2020,26.3,12.5,PASODELOSLIBRESAERO,2020-10-12
622,12,10,2020,32.0,16.8,POSADASAERO,2020-10-12
623,12,10,2020,33.6,16.4,PRESIDENCIAROQUESAENZPEÑAAERO,2020-10-12
625,12,10,2020,27.5,12.6,RECONQUISTAAERO,2020-10-12
626,12,10,2020,32.6,15.5,RESISTENCIAAERO,2020-10-12
628,12,10,2020,28.5,10.2,SALTAAERO,2020-10-12
630,12,10,2020,30.0,10.5,SANLUISAERO,2020-10-12
631,12,10,2020,33.3,18.5,TARTAGALAERO,2020-10-12
633,12,10,2020,30.7,11.4,TUCUMANAERO,2020-10-12
634,11,10,2020,19.0,13.3,AEROPARQUEAERO,2020-10-11
635,11,10,2020,19.4,-1.6,BARILOCHEAERO,2020-10-11
637,11,10,2020,-3.5,-8.4,BASESANMARTIN,2020-10-11
638,11,10,2020,28.0,15.5,BERNARDODEIRIGOYENAERO,2020-10-11
640,11,10,2020,19.8,13.6,BUENOSAIRESOBSERVATORIO,2020-10-11
641,11,10,2020,18.9,11.5,CAMPODEMAYOAERO,2020-10-11
