,day,month,year,tmax,tmin,city,date
32974,27,6,2020,16.2,0.5,CORDOBAOBSERVATORIO,2020-06-27
32976,27,6,2020,6.3,1.7,CORONELSUAREZAERO,2020-06-27
32978,27,6,2020,11.7,0.1,DOLORESAERO,2020-06-27
32980,27,6,2020,0.4,-11.0,ELCALAFATEAERO,2020-06-27
32981,27,6,2020,16.0,1.5,ELPALOMARAERO,2020-06-27
32982,27,6,2020,15.9,1.3,EZEIZAAERO,2020-06-27
32983,27,6,2020,18.2,4.1,FORMOSAAERO,2020-06-27
32985,27,6,2020,17.2,5.3,GUALEGUAYCHUAERO,2020-06-27
32986,27,6,2020,17.3,8.0,IGUAZUAERO,2020-06-27
32987,27,6,2020,17.0,0.2,JUJUYAERO,2020-06-27
32989,27,6,2020,15.5,2.5,JUNINAERO,2020-06-27
32990,27,6,2020,14.0,1.6,LAPLATAAERO,2020-06-27
32991,27,6,2020,15.2,1.3,LARIOJAAERO,2020-06-27
32992,27,6,2020,17.0,0.1,LABOULAYEAERO,2020-06-27
32994,27,6,2020,20.5,4.2,LASLOMITAS,2020-06-27
32995,27,6,2020,7.4,-4.2,MALARGUEAERO,2020-06-27
32996,27,6,2020,8.5,3.4,MARDELPLATAAERO,2020-06-27
33002,27,6,2020,2.7,0.1,NEUQUENAERO,2020-06-27
33003,27,6,2020,14.7,4.2,NUEVEDEJULIO,2020-06-27
33005,27,6,2020,8.5,0.9,OLAVARRIAAERO,2020-06-27
33006,27,6,2020,16.6,4.4,PARANAAERO,2020-06-27
33008,27,6,2020,16.2,4.9,PASODELOSLIBRESAERO,2020-06-27
33009,27,6,2020,13.3,2.4,PEHUAJOAERO,2020-06-27
33010,27,6,2020,5.2,2.1,PIGUEAERO,2020-06-27
33011,27,6,2020,16.6,5.3,POSADASAERO,2020-06-27
33015,27,6,2020,17.4,1.5,RECONQUISTAAERO,2020-06-27
33016,27,6,2020,18.7,1.9,RESISTENCIAAERO,2020-06-27
33018,27,6,2020,14.2,1.4,RIOCUARTOAERO,2020-06-27
33021,27,6,2020,16.5,2.9,ROSARIOAERO,2020-06-27
33022,27,6,2020,7.4,-0.2,SANANTONIOOESTEAERO,2020-06-27
33024,27,6,2020,1.0,-5.1,SANJULIANAERO,2020-06-27
33025,27,6,2020,13.8,1.0,SANLUISAERO,2020-06-27
33027,27,6,2020,5.2,-3.7,SANRAFAELAERO,2020-06-27
33029,27,6,2020,8.4,2.0,SANTAROSAAERO,2020-06-27
33032,27,6,2020,7.4,0.6,TANDILAERO,2020-06-27
33033,27,6,2020,20.0,7.0,TARTAGALAERO,2020-06-27
33035,27,6,2020,17.2,1.5,TINOGASTA,2020-06-27
33036,27,6,2020,6.8,-4.6,TRELEWAERO,2020-06-27
33039,27,6,2020,17.0,4.1,TUCUMANAERO,2020-06-27
33043,27,6,2020,9.3,-1.5,VIEDMAAERO,2020-06-27
33044,27,6,2020,15.3,1.4,VILLADOLORESAERO,2020-06-27
33046,26,6,2020,14.2,4.8,AEROPARQUEAERO,2020-06-26
33047,26,6,2020,8.3,-2.1,BAHIABLANCAAERO,2020-06-26
33048,26,6,2020,1.6,-3.0,BARILOCHEAERO,2020-06-26
33049,26,6,2020,9.0,-1.7,BENITOJUAREZAERO,2020-06-26
33050,26,6,2020,12.7,4.3,BERNARDODEIRIGOYENAERO,2020-06-26
33051,26,6,2020,14.5,3.1,BUENOSAIRESOBSERVATORIO,2020-06-26
33052,26,6,2020,13.2,2.2,CAMPODEMAYOAERO,2020-06-26
33053,26,6,2020,14.6,2.5,CERESAERO,2020-06-26
33054,26,6,2020,16.5,4.4,CHAMICALAERO,2020-06-26
33056,26,6,2020,14.5,3.5,CHEPES,2020-06-26
33058,26,6,2020,4.9,-0.6,COMODORORIVADAVIAAERO,2020-06-26
33060,26,6,2020,15.0,0.5,CORDOBAAERO,2020-06-26
33061,26,6,2020,15.0,2.0,CORDOBAOBSERVATORIO,2020-06-26
33063,26,6,2020,9.9,-2.5,CORONELSUAREZAERO,2020-06-26
33065,26,6,2020,11.5,0.6,DOLORESAERO,2020-06-26
33067,26,6,2020,1.6,-10.0,ELCALAFATEAERO,2020-06-26
33068,26,6,2020,14.6,1.0,EZEIZAAERO,2020-06-26
33069,26,6,2020,15.3,5.6,FORMOSAAERO,2020-06-26
33070,26,6,2020,16.4,6.9,IGUAZUAERO,2020-06-26
33072,26,6,2020,12.1,7.0,JUJUYAERO,2020-06-26
33074,26,6,2020,13.6,2.0,LAPLATAAERO,2020-06-26
33075,26,6,2020,16.9,3.4,LARIOJAAERO,2020-06-26
33076,26,6,2020,15.0,5.7,LASLOMITAS,2020-06-26
33077,26,6,2020,7.5,-4.2,MALARGUEAERO,2020-06-26
33078,26,6,2020,10.2,1.4,MARDELPLATAAERO,2020-06-26
33083,26,6,2020,5.1,-0.1,NEUQUENAERO,2020-06-26
33084,26,6,2020,14.7,2.1,NUEVEDEJULIO,2020-06-26
33086,26,6,2020,14.7,2.1,PARANAAERO,2020-06-26
33087,26,6,2020,13.6,5.3,PASODELOSLIBRESAERO,2020-06-26
33088,26,6,2020,13.4,0.5,PEHUAJOAERO,2020-06-26
33090,26,6,2020,9.2,-2.4,PIGUEAERO,2020-06-26
33092,26,6,2020,15.2,6.7,POSADASAERO,2020-06-26
33093,26,6,2020,14.3,4.9,PRESIDENCIAROQUESAENZPEÑAAERO,2020-06-26
33096,26,6,2020,12.6,2.0,PUNTAINDIOB.A.,2020-06-26
33098,26,6,2020,15.8,4.5,RECONQUISTAAERO,2020-06-26
33099,26,6,2020,15.9,5.1,RESISTENCIAAERO,2020-06-26
33101,26,6,2020,15.0,2.8,RIOCUARTOAERO,2020-06-26
33104,26,6,2020,11.8,7.0,SALTAAERO,2020-06-26
33105,26,6,2020,6.8,0.5,SANANTONIOOESTEAERO,2020-06-26
33107,26,6,2020,0.7,-2.6,SANJULIANAERO,2020-06-26
33108,26,6,2020,13.8,0.0,SANLUISAERO,2020-06-26
33113,26,6,2020,9.5,-1.1,TANDILAERO,2020-06-26
33114,26,6,2020,15.0,8.5,TARTAGALAERO,2020-06-26
33116,26,6,2020,7.0,-0.6,TRELEWAERO,2020-06-26
33119,26,6,2020,16.0,9.1,TUCUMANAERO,2020-06-26
33121,26,6,2020,8.8,1.4,VIEDMAAERO,2020-06-26
33122,26,6,2020,15.7,1.8,VILLADOLORESAERO,2020-06-26
33124,25,6,2020,13.5,7.3,AEROPARQUEAERO,2020-06-25
33125,25,6,2020,10.3,1.4,AZULAERO,2020-06-25
33126,25,6,2020,5.8,0.6,BARILOCHEAERO,2020-06-25
33129,25,6,2020,9.4,1.4,BENITOJUAREZAERO,2020-06-25
33130,25,6,2020,13.2,6.2,BUENOSAIRESOBSERVATORIO,2020-06-25
33131,25,6,2020,12.6,4.2,CAMPODEMAYOAERO,2020-06-25
33132,25,6,2020,16.8,7.2,CATAMARCAAERO,2020-06-25
33133,25,6,2020,15.4,4.8,CERESAERO,2020-06-25
33135,25,6,2020,15.0,1.0,CHEPES,2020-06-25
33137,25,6,2020,5.2,-1.4,COMODORORIVADAVIAAERO,2020-06-25
33139,25,6,2020,15.5,0.4,CORDOBAAERO,2020-06-25
33140,25,6,2020,16.1,1.0,CORDOBAOBSERVATORIO,2020-06-25
33142,25,6,2020,9.8,0.3,CORONELSUAREZAERO,2020-06-25
33144,25,6,2020,12.2,3.6,DOLORESAERO,2020-06-25
33146,25,6,2020,4.9,-4.0,ELCALAFATEAERO,2020-06-25
33147,25,6,2020,13.0,2.2,ELPALOMARAERO,2020-06-25
33149,25,6,2020,13.0,3.2,EZEIZAAERO,2020-06-25
33151,25,6,2020,13.0,4.8,GUALEGUAYCHUAERO,2020-06-25
33154,25,6,2020,15.4,8.0,JUJUYAERO,2020-06-25
33156,25,6,2020,13.5,3.0,JUNINAERO,2020-06-25
33157,25,6,2020,12.5,4.7,LAPLATAAERO,2020-06-25
33158,25,6,2020,17.5,2.9,LARIOJAAERO,2020-06-25
33159,25,6,2020,13.8,1.3,LABOULAYEAERO,2020-06-25
33161,25,6,2020,4.6,-7.1,MALARGUEAERO,2020-06-25
33162,25,6,2020,4.3,-7.5,MAQUINCHAO,2020-06-25
33163,25,6,2020,11.1,4.1,MARDELPLATAAERO,2020-06-25
33164,25,6,2020,14.8,2.5,MARCOSJUAREZAERO,2020-06-25
33170,25,6,2020,12.9,2.4,NUEVEDEJULIO,2020-06-25
33171,25,6,2020,10.3,0.2,OLAVARRIAAERO,2020-06-25
33172,25,6,2020,14.0,5.3,PARANAAERO,2020-06-25
33174,25,6,2020,20.0,8.4,PASODELOSLIBRESAERO,2020-06-25
33175,25,6,2020,12.0,0.3,PEHUAJOAERO,2020-06-25
33177,25,6,2020,8.4,-2.4,PIGUEAERO,2020-06-25
33179,25,6,2020,18.0,7.0,PRESIDENCIAROQUESAENZPEÑAAERO,2020-06-25
33182,25,6,2020,13.0,5.0,PUNTAINDIOB.A.,2020-06-25
33184,25,6,2020,16.5,8.5,RECONQUISTAAERO,2020-06-25
33185,25,6,2020,19.7,9.5,RESISTENCIAAERO,2020-06-25
33187,25,6,2020,14.6,3.7,ROSARIOAERO,2020-06-25
33188,25,6,2020,14.7,7.1,SALTAAERO,2020-06-25
33190,25,6,2020,3.9,-0.2,SANJULIANAERO,2020-06-25
33195,25,6,2020,10.0,1.0,TANDILAERO,2020-06-25
33196,25,6,2020,13.6,6.2,TINOGASTA,2020-06-25
33197,25,6,2020,7.5,-2.7,TRELEWAERO,2020-06-25
33199,25,6,2020,14.4,8.6,TUCUMANAERO,2020-06-25
33203,24,6,2020,13.5,4.4,AZULAERO,2020-06-24
33204,24,6,2020,9.6,2.1,BAHIABLANCAAERO,2020-06-24
33205,24,6,2020,4.7,-4.6,BARILOCHEAERO,2020-06-24
33206,24,6,2020,11.3,4.9,BENITOJUAREZAERO,2020-06-24
33208,24,6,2020,14.5,9.9,BUENOSAIRESOBSERVATORIO,2020-06-24
33209,24,6,2020,14.4,9.4,CAMPODEMAYOAERO,2020-06-24
33210,24,6,2020,13.0,2.3,CATAMARCAAERO,2020-06-24
33211,24,6,2020,17.5,9.9,CHAMICALAERO,2020-06-24
33213,24,6,2020,11.5,6.0,CHEPES,2020-06-24
33216,24,6,2020,7.5,0.2,COMODORORIVADAVIAAERO,2020-06-24
33217,24,6,2020,12.0,4.3,CORDOBAAERO,2020-06-24
33218,24,6,2020,12.4,7.0,CORDOBAOBSERVATORIO,2020-06-24
33220,24,6,2020,9.6,5.0,CORONELSUAREZAERO,2020-06-24
33221,24,6,2020,16.8,5.6,DOLORESAERO,2020-06-24
33223,24,6,2020,3.9,-5.0,ELCALAFATEAERO,2020-06-24
33225,24,6,2020,14.8,7.6,EZEIZAAERO,2020-06-24
33229,24,6,2020,15.0,6.8,JUNINAERO,2020-06-24
33230,24,6,2020,14.4,8.5,LAPLATAAERO,2020-06-24
33231,24,6,2020,15.5,5.7,LARIOJAAERO,2020-06-24
33232,24,6,2020,10.5,5.1,LABOULAYEAERO,2020-06-24
33234,24,6,2020,6.6,-1.6,MALARGUEAERO,2020-06-24
33235,24,6,2020,3.9,-8.0,MAQUINCHAO,2020-06-24
33236,24,6,2020,13.6,7.7,MARDELPLATAAERO,2020-06-24
33237,24,6,2020,14.2,9.5,MARCOSJUAREZAERO,2020-06-24
33238,24,6,2020,10.5,3.2,MENDOZAAERO,2020-06-24
33242,24,6,2020,15.7,6.8,NUEVEDEJULIO,2020-06-24
33243,24,6,2020,12.8,5.2,OLAVARRIAAERO,2020-06-24
33245,24,6,2020,13.8,5.5,PEHUAJOAERO,2020-06-24
33247,24,6,2020,8.3,4.2,PIGUEAERO,2020-06-24
33251,24,6,2020,14.2,9.0,PUNTAINDIOB.A.,2020-06-24
33253,24,6,2020,8.2,3.0,RIOCUARTOAERO,2020-06-24
33256,24,6,2020,22.0,6.4,SALTAAERO,2020-06-24
33258,24,6,2020,8.5,-0.4,SANJUANAERO,2020-06-24
33259,24,6,2020,2.4,-1.6,SANJULIANAERO,2020-06-24
33260,24,6,2020,9.4,3.2,SANLUISAERO,2020-06-24
33262,24,6,2020,7.7,-0.2,SANRAFAELAERO,2020-06-24
33264,24,6,2020,9.6,5.1,SANTAROSAAERO,2020-06-24
33266,24,6,2020,13.6,4.3,TANDILAERO,2020-06-24
33267,24,6,2020,25.0,5.5,TINOGASTA,2020-06-24
33268,24,6,2020,7.4,-2.6,TRELEWAERO,2020-06-24
33275,24,6,2020,9.8,2.4,VIEDMAAERO,2020-06-24
33276,24,6,2020,16.0,8.7,VILLADEMARIADELRIOSECO,2020-06-24
33277,24,6,2020,12.4,4.6,VILLADOLORESAERO,2020-06-24
33279,24,6,2020,7.2,0.0,VILLAREYNOLDSAERO,2020-06-24
33280,23,6,2020,16.0,7.0,AZULAERO,2020-06-23
33281,23,6,2020,14.8,5.8,BAHIABLANCAAERO,2020-06-23
33282,23,6,2020,4.8,-0.4,BARILOCHEAERO,2020-06-23
33283,23,6,2020,13.3,4.5,BENITOJUAREZAERO,2020-06-23
33285,23,6,2020,20.6,5.3,CATAMARCAAERO,2020-06-23
33287,23,6,2020,17.0,6.5,CHEPES,2020-06-23
33289,23,6,2020,10.0,0.4,COMODORORIVADAVIAAERO,2020-06-23
33290,23,6,2020,15.7,3.8,CORDOBAAERO,2020-06-23
33291,23,6,2020,15.8,7.0,CORDOBAOBSERVATORIO,2020-06-23
33293,23,6,2020,14.3,6.9,CORONELSUAREZAERO,2020-06-23
33294,23,6,2020,15.2,9.3,DOLORESAERO,2020-06-23
33296,23,6,2020,5.5,0.0,ELCALAFATEAERO,2020-06-23
33300,23,6,2020,28.1,7.5,JUJUYAERO,2020-06-23
33302,23,6,2020,21.5,6.9,LARIOJAAERO,2020-06-23
33303,23,6,2020,16.5,9.2,LABOULAYEAERO,2020-06-23
33305,23,6,2020,7.5,-8.5,MAQUINCHAO,2020-06-23
33306,23,6,2020,14.5,8.1,MARDELPLATAAERO,2020-06-23
33307,23,6,2020,13.8,9.9,MENDOZAAERO,2020-06-23
33309,23,6,2020,16.7,8.6,NUEVEDEJULIO,2020-06-23
33310,23,6,2020,15.1,6.6,OLAVARRIAAERO,2020-06-23
33312,23,6,2020,16.8,7.0,PEHUAJOAERO,2020-06-23
33314,23,6,2020,12.1,7.2,PIGUEAERO,2020-06-23
33318,23,6,2020,12.6,4.9,RIOCUARTOAERO,2020-06-23
33321,23,6,2020,31.0,7.4,SALTAAERO,2020-06-23
33323,23,6,2020,15.5,5.0,SANJUANAERO,2020-06-23
33324,23,6,2020,4.5,0.8,SANJULIANAERO,2020-06-23
33325,23,6,2020,15.5,8.0,SANLUISAERO,2020-06-23
33327,23,6,2020,14.3,5.0,SANRAFAELAERO,2020-06-23
33329,23,6,2020,13.5,7.7,SANTAROSAAERO,2020-06-23
33332,23,6,2020,15.0,6.5,TANDILAERO,2020-06-23
33334,23,6,2020,20.2,6.5,TINOGASTA,2020-06-23
33337,23,6,2020,20.0,8.0,TUCUMANAERO,2020-06-23
33341,23,6,2020,16.3,5.6,VILLADEMARIADELRIOSECO,2020-06-23
33342,23,6,2020,18.5,7.5,VILLADOLORESAERO,2020-06-23
33344,23,6,2020,12.2,2.5,VILLAREYNOLDSAERO,2020-06-23
33345,22,6,2020,14.6,9.3,AEROPARQUEAERO,2020-06-22
33346,22,6,2020,13.0,2.1,BAHIABLANCAAERO,2020-06-22
33347,22,6,2020,4.6,0.2,BARILOCHEAERO,2020-06-22
33348,22,6,2020,15.4,9.2,BUENOSAIRESOBSERVATORIO,2020-06-22
33349,22,6,2020,15.0,4.7,CAMPODEMAYOAERO,2020-06-22
33350,22,6,2020,17.3,9.4,CERESAERO,2020-06-22
33351,22,6,2020,21.7,9.2,CHAMICALAERO,2020-06-22
33353,22,6,2020,21.5,9.0,CHEPES,2020-06-22
33356,22,6,2020,12.6,6.6,COMODORORIVADAVIAAERO,2020-06-22
33357,22,6,2020,20.8,2.4,CORDOBAAERO,2020-06-22
33358,22,6,2020,19.7,5.2,CORDOBAOBSERVATORIO,2020-06-22
33360,22,6,2020,8.6,-1.1,CORONELSUAREZAERO,2020-06-22
33361,22,6,2020,13.9,0.6,DOLORESAERO,2020-06-22
33363,22,6,2020,3.9,-1.8,ELCALAFATEAERO,2020-06-22
33364,22,6,2020,15.3,7.0,ELPALOMARAERO,2020-06-22
33367,22,6,2020,16.8,3.8,EZEIZAAERO,2020-06-22
33370,22,6,2020,17.0,5.4,GUALEGUAYCHUAERO,2020-06-22
33372,22,6,2020,22.1,9.6,JUJUYAERO,2020-06-22
33374,22,6,2020,17.0,3.2,JUNINAERO,2020-06-22
33375,22,6,2020,13.5,3.8,LAPLATAAERO,2020-06-22
33376,22,6,2020,24.0,4.9,LARIOJAAERO,2020-06-22
33377,22,6,2020,16.9,1.0,LABOULAYEAERO,2020-06-22
33379,22,6,2020,9.9,0.4,MAQUINCHAO,2020-06-22
33380,22,6,2020,12.6,0.2,MARDELPLATAAERO,2020-06-22
33381,22,6,2020,19.5,0.1,MARCOSJUAREZAERO,2020-06-22
33382,22,6,2020,16.5,1.2,MENDOZAAERO,2020-06-22
33385,22,6,2020,16.1,8.2,NEUQUENAERO,2020-06-22
33386,22,6,2020,14.5,3.5,NUEVEDEJULIO,2020-06-22
33387,22,6,2020,18.8,7.2,PARANAAERO,2020-06-22
33389,22,6,2020,13.7,0.7,PEHUAJOAERO,2020-06-22
33391,22,6,2020,9.0,-0.9,PIGUEAERO,2020-06-22
33395,22,6,2020,14.0,4.0,PUNTAINDIOB.A.,2020-06-22
33398,22,6,2020,18.5,3.7,RIOCUARTOAERO,2020-06-22
33401,22,6,2020,21.6,3.6,ROSARIOAERO,2020-06-22
33402,22,6,2020,22.0,7.4,SALTAAERO,2020-06-22
33403,22,6,2020,14.0,3.8,SANANTONIOOESTEAERO,2020-06-22
33405,22,6,2020,18.1,0.2,SANJUANAERO,2020-06-22
33406,22,6,2020,8.9,0.4,SANJULIANAERO,2020-06-22
33407,22,6,2020,22.1,6.0,SANLUISAERO,2020-06-22
33409,22,6,2020,18.5,0.4,SANRAFAELAERO,2020-06-22
33411,22,6,2020,15.0,1.8,SANTAROSAAERO,2020-06-22
33414,22,6,2020,23.0,3.5,TINOGASTA,2020-06-22
33415,22,6,2020,12.6,2.9,TRELEWAERO,2020-06-22
33421,22,6,2020,12.8,5.1,VIEDMAAERO,2020-06-22
33422,22,6,2020,20.2,4.0,VILLADEMARIADELRIOSECO,2020-06-22
33423,22,6,2020,20.0,4.0,VILLADOLORESAERO,2020-06-22
33424,21,6,2020,14.2,2.6,AZULAERO,2020-06-21
33425,21,6,2020,13.8,3.0,BAHIABLANCAAERO,2020-06-21
33426,21,6,2020,6.2,1.0,BARILOCHEAERO,2020-06-21
33427,21,6,2020,1.8,-5.3,BASECARLINI(EXJUBANY),2020-06-21
33428,21,6,2020,0.5,-4.1,BASEORCADAS,2020-06-21
33429,21,6,2020,13.0,2.6,BENITOJUAREZAERO,2020-06-21
33431,21,6,2020,17.0,9.6,CAMPODEMAYOAERO,2020-06-21
33432,21,6,2020,22.8,5.5,CATAMARCAAERO,2020-06-21
33433,21,6,2020,23.3,9.6,CHAMICALAERO,2020-06-21
33435,21,6,2020,18.0,4.5,CHEPES,2020-06-21
33438,21,6,2020,13.2,6.4,COMODORORIVADAVIAAERO,2020-06-21
33439,21,6,2020,18.8,3.9,CORDOBAAERO,2020-06-21
33440,21,6,2020,19.8,8.6,CORDOBAOBSERVATORIO,2020-06-21
33442,21,6,2020,13.0,1.4,CORONELSUAREZAERO,2020-06-21
33443,21,6,2020,16.7,7.5,DOLORESAERO,2020-06-21
33445,21,6,2020,8.4,-2.0,ELCALAFATEAERO,2020-06-21
33446,21,6,2020,18.0,9.0,ELPALOMARAERO,2020-06-21
33448,21,6,2020,18.0,9.2,EZEIZAAERO,2020-06-21
33452,21,6,2020,26.4,9.8,JUJUYAERO,2020-06-21
33454,21,6,2020,16.5,7.5,JUNINAERO,2020-06-21
33455,21,6,2020,24.0,7.4,LARIOJAAERO,2020-06-21
33456,21,6,2020,17.6,4.3,LABOULAYEAERO,2020-06-21
33458,21,6,2020,9.7,0.4,MALARGUEAERO,2020-06-21
33459,21,6,2020,7.5,-1.4,MAQUINCHAO,2020-06-21
33460,21,6,2020,15.8,5.5,MARDELPLATAAERO,2020-06-21
33461,21,6,2020,18.8,6.2,MARCOSJUAREZAERO,2020-06-21
33462,21,6,2020,15.4,6.8,MENDOZAAERO,2020-06-21
33464,21,6,2020,14.4,3.1,NEUQUENAERO,2020-06-21
33465,21,6,2020,16.5,6.7,NUEVEDEJULIO,2020-06-21
33466,21,6,2020,13.6,3.2,OLAVARRIAAERO,2020-06-21
33468,21,6,2020,15.0,4.5,PEHUAJOAERO,2020-06-21
33470,21,6,2020,12.4,0.6,PIGUEAERO,2020-06-21
33476,21,6,2020,15.9,3.6,RIOCUARTOAERO,2020-06-21
33479,21,6,2020,25.8,5.4,SALTAAERO,2020-06-21
33480,21,6,2020,16.0,0.2,SANANTONIOOESTEAERO,2020-06-21
33481,21,6,2020,17.0,4.0,SANJUANAERO,2020-06-21
33482,21,6,2020,9.4,1.3,SANJULIANAERO,2020-06-21
33483,21,6,2020,15.9,8.2,SANLUISAERO,2020-06-21
33485,21,6,2020,13.5,2.0,SANRAFAELAERO,2020-06-21
33487,21,6,2020,15.3,3.5,SANTAROSAAERO,2020-06-21
33489,21,6,2020,13.6,1.0,TANDILAERO,2020-06-21
33490,21,6,2020,23.0,2.5,TINOGASTA,2020-06-21
33491,21,6,2020,13.2,2.3,TRELEWAERO,2020-06-21
33496,21,6,2020,13.8,4.4,VIEDMAAERO,2020-06-21
33497,21,6,2020,19.6,6.2,VILLADEMARIADELRIOSECO,2020-06-21
33498,21,6,2020,20.4,8.0,VILLADOLORESAERO,2020-06-21
33500,20,6,2020,14.7,8.8,AEROPARQUEAERO,2020-06-20
33501,20,6,2020,12.6,2.2,AZULAERO,2020-06-20
33502,20,6,2020,15.2,3.0,BAHIABLANCAAERO,2020-06-20
33503,20,6,2020,3.8,0.8,BARILOCHEAERO,2020-06-20
33504,20,6,2020,1.1,-1.3,BASECARLINI(EXJUBANY),2020-06-20
33505,20,6,2020,0.5,-2.6,BASEORCADAS,2020-06-20
33506,20,6,2020,11.0,1.2,BENITOJUAREZAERO,2020-06-20
33508,20,6,2020,16.5,9.9,BUENOSAIRESOBSERVATORIO,2020-06-20
33509,20,6,2020,16.6,8.9,CAMPODEMAYOAERO,2020-06-20
33510,20,6,2020,29.2,4.6,CATAMARCAAERO,2020-06-20
33511,20,6,2020,24.5,5.9,CHAMICALAERO,2020-06-20
33513,20,6,2020,24.0,6.5,CHEPES,2020-06-20
33516,20,6,2020,14.1,3.6,COMODORORIVADAVIAAERO,2020-06-20
33517,20,6,2020,21.8,1.7,CORDOBAAERO,2020-06-20
33518,20,6,2020,21.6,5.6,CORDOBAOBSERVATORIO,2020-06-20
33520,20,6,2020,13.1,2.1,CORONELSUAREZAERO,2020-06-20
33521,20,6,2020,15.4,2.1,DOLORESAERO,2020-06-20
33523,20,6,2020,7.4,-2.6,ELCALAFATEAERO,2020-06-20
33526,20,6,2020,20.1,7.0,EZEIZAAERO,2020-06-20
33529,20,6,2020,17.4,9.3,GUALEGUAYCHUAERO,2020-06-20
33530,20,6,2020,27.1,8.7,JUJUYAERO,2020-06-20
33532,20,6,2020,17.9,0.8,JUNINAERO,2020-06-20
33533,20,6,2020,15.0,6.4,LAPLATAAERO,2020-06-20
33534,20,6,2020,24.8,5.4,LARIOJAAERO,2020-06-20
33535,20,6,2020,16.3,1.4,LABOULAYEAERO,2020-06-20
33537,20,6,2020,11.1,0.4,MALARGUEAERO,2020-06-20
33538,20,6,2020,10.6,0.6,MAQUINCHAO,2020-06-20
33539,20,6,2020,13.1,4.3,MARDELPLATAAERO,2020-06-20
33540,20,6,2020,16.0,2.8,MARCOSJUAREZAERO,2020-06-20
33542,20,6,2020,17.8,2.8,MENDOZAAERO,2020-06-20
33545,20,6,2020,14.9,4.8,NEUQUENAERO,2020-06-20
33546,20,6,2020,18.1,3.5,NUEVEDEJULIO,2020-06-20
33547,20,6,2020,13.4,2.5,OLAVARRIAAERO,2020-06-20
33548,20,6,2020,19.6,8.5,PARANAAERO,2020-06-20
33550,20,6,2020,18.1,2.1,PEHUAJOAERO,2020-06-20
33552,20,6,2020,13.0,2.8,PIGUEAERO,2020-06-20
33556,20,6,2020,16.5,3.0,PUNTAINDIOB.A.,2020-06-20
33558,20,6,2020,16.5,5.0,RIOCUARTOAERO,2020-06-20
33561,20,6,2020,16.6,6.6,ROSARIOAERO,2020-06-20
33562,20,6,2020,25.5,4.6,SALTAAERO,2020-06-20
33563,20,6,2020,15.1,5.5,SANANTONIOOESTEAERO,2020-06-20
33565,20,6,2020,18.6,0.2,SANJUANAERO,2020-06-20
33566,20,6,2020,9.0,1.2,SANJULIANAERO,2020-06-20
33567,20,6,2020,21.5,7.2,SANLUISAERO,2020-06-20
33569,20,6,2020,17.0,1.6,SANRAFAELAERO,2020-06-20
33571,20,6,2020,15.7,4.4,SANTAROSAAERO,2020-06-20
33576,20,6,2020,12.1,2.7,TANDILAERO,2020-06-20
33578,20,6,2020,24.6,3.0,TINOGASTA,2020-06-20
33579,20,6,2020,15.6,2.4,TRELEWAERO,2020-06-20
33582,20,6,2020,24.1,7.3,TUCUMANAERO,2020-06-20
33587,20,6,2020,13.3,3.2,VIEDMAAERO,2020-06-20
33588,20,6,2020,19.0,2.5,VILLADEMARIADELRIOSECO,2020-06-20
33589,20,6,2020,21.4,3.3,VILLADOLORESAERO,2020-06-20
33591,19,6,2020,13.8,1.5,AZULAERO,2020-06-19
33592,19,6,2020,17.6,7.4,BAHIABLANCAAERO,2020-06-19
33593,19,6,2020,5.2,1.2,BARILOCHEAERO,2020-06-19
33594,19,6,2020,16.7,6.0,BENITOJUAREZAERO,2020-06-19
33596,19,6,2020,16.7,9.8,BUENOSAIRESOBSERVATORIO,2020-06-19
33597,19,6,2020,15.5,5.0,CAMPODEMAYOAERO,2020-06-19
33598,19,6,2020,24.0,5.3,CATAMARCAAERO,2020-06-19
33599,19,6,2020,26.9,8.5,CERESAERO,2020-06-19
33600,19,6,2020,22.5,5.7,CHAMICALAERO,2020-06-19
33602,19,6,2020,23.0,4.0,CHEPES,2020-06-19
33605,19,6,2020,13.4,9.0,COMODORORIVADAVIAAERO,2020-06-19
33607,19,6,2020,20.6,2.5,CORDOBAAERO,2020-06-19
33608,19,6,2020,21.7,9.0,CORDOBAOBSERVATORIO,2020-06-19
33610,19,6,2020,16.8,4.6,CORONELSUAREZAERO,2020-06-19
33611,19,6,2020,15.2,4.7,DOLORESAERO,2020-06-19
33613,19,6,2020,1.9,-2.5,ELCALAFATEAERO,2020-06-19
33614,19,6,2020,16.0,4.3,ELPALOMARAERO,2020-06-19
33617,19,6,2020,15.3,6.0,EZEIZAAERO,2020-06-19
33620,19,6,2020,16.8,8.4,GUALEGUAYCHUAERO,2020-06-19
33622,19,6,2020,26.6,8.0,JUJUYAERO,2020-06-19
33624,19,6,2020,16.6,2.8,JUNINAERO,2020-06-19
33625,19,6,2020,14.7,5.4,LAPLATAAERO,2020-06-19
33626,19,6,2020,23.4,1.7,LARIOJAAERO,2020-06-19
33627,19,6,2020,19.6,2.5,LABOULAYEAERO,2020-06-19
33629,19,6,2020,11.8,0.8,MALARGUEAERO,2020-06-19
33630,19,6,2020,8.6,-0.3,MAQUINCHAO,2020-06-19
33631,19,6,2020,14.4,5.5,MARDELPLATAAERO,2020-06-19
33632,19,6,2020,17.0,4.0,MARCOSJUAREZAERO,2020-06-19
33633,19,6,2020,20.0,6.2,MENDOZAAERO,2020-06-19
